lang,week,fear_mean,anger_mean,sadness_mean,disgust_mean,joy_mean,trust_mean,anticipation_mean,surprise_mean,danger_mean,weapon_mean,family_mean,flying_mean,animal_mean,health_mean,swimming_mean,place_house_mean,place_nature_mean,indoors_mean,outdoors_mean,romantic_mean,social_mean,friend_mean,stranger_mean,situation_childhood_mean,game_mean,music_mean,food_mean,object_inanimate_mean,object_animate_mean,negativity_mean,nightmare_index_mean,textlen_mean,words_mean,n_dreams,n_userdays
all,2026-05-25,0.3763406631562881,0.2649206196581196,0.288631291971917,0.1897277014652014,0.1159163461538461,0.3385753853785104,0.3122814331501832,0.696917635836386,0.7163027052808303,0.2181310973748473,0.5394618551587301,0.1207870879120878,0.2253798534798534,0.2952838827838828,0.0642857486263736,0.413243044108669,0.3083875992063492,0.3362841384310134,0.4514227335164835,0.3103977373321123,0.6074821008852259,0.427320570054945,0.4744278273809524,0.3495262934981685,0.156984932081807,0.0932793116605616,0.101553144078144,0.1478156631562881,0.4488007974664225,0.0526592032967033,0.3445085406491656,540.9391025641025,105.92948717948718,312.0,261.0
all,2026-06-01,0.3878353667953668,0.2752134362934362,0.3096503474903475,0.187730888030888,0.1278959073359073,0.3629450965250965,0.3161837837837837,0.7277359845559845,0.7441397683397682,0.2299228571428571,0.5623715057915057,0.1369871042471042,0.2351568339768339,0.3133366795366795,0.0647215444015444,0.4231428571428571,0.3260134362934364,0.325996525096525,0.5114179922779923,0.3175776061776061,0.6326996138996138,0.4536775289575289,0.4666832432432432,0.3635664864864865,0.1589274903474903,0.0977370656370656,0.0937462548262548,0.1478494208494208,0.4641359845559846,0.0446870077220077,0.3526459202059201,531.3857142857142,103.41428571428573,350.0,245.0
all,2026-06-08,0.37415770609319,0.2621756272401433,0.3045519713261648,0.1954731182795699,0.1156917562724014,0.3614551971326165,0.3230716845878136,0.736921146953405,0.7573405017921148,0.2239641577060931,0.5586594982078854,0.1546594982078853,0.2363655913978494,0.3074551971326165,0.0780752688172043,0.4354946236559139,0.3219498207885304,0.3276594982078853,0.4842652329749103,0.3172078853046595,0.6240824372759857,0.4542437275985663,0.5047240143369176,0.3749641577060932,0.1726236559139785,0.1027311827956989,0.0899641577060932,0.1593620071684588,0.4594265232974912,0.045516129032258,0.3629916367980884,499.1218637992832,96.39426523297492,279.0,200.0
all,2026-06-15,0.3989353233830845,0.2666616915422886,0.3094378109452737,0.2058258706467662,0.1078606965174129,0.3506666666666667,0.3234975124378109,0.7355323383084577,0.7548756218905472,0.2262089552238805,0.5155771144278608,0.1330845771144278,0.2481442786069651,0.2994328358208956,0.0711044776119402,0.4373582089552239,0.3188706467661691,0.3438059701492537,0.4656069651741293,0.3107412935323383,0.6424029850746268,0.4604328358208955,0.5232636815920398,0.3519950248756219,0.1870796019900497,0.1111641791044776,0.0737512437810945,0.1531492537313432,0.4566169154228855,0.0659514925373134,0.3798888888888888,556.2985074626865,108.09452736318408,201.0,153.0
all,2026-06-22,0.403827027027027,0.3092432432432432,0.3439567567567568,0.2176486486486486,0.1031513513513513,0.3638162162162163,0.3236864864864865,0.7120756756756758,0.7537513513513513,0.2402648648648649,0.5666486486486487,0.1508972972972972,0.202881081081081,0.3382432432432433,0.0578972972972972,0.4550324324324325,0.3190108108108108,0.3660864864864865,0.4572,0.2969891891891892,0.6452,0.4861675675675675,0.4873783783783784,0.3690486486486486,0.1679621621621621,0.1017351351351351,0.0710432432432432,0.1573837837837838,0.4587243243243243,0.0851851351351351,0.3973603603603603,597.1243243243243,115.95675675675676,185.0,139.0
all,2026-06-29,0.3894782608695652,0.2379192546583851,0.3071055900621118,0.1954720496894409,0.124695652173913,0.3298136645962733,0.2900062111801242,0.727614906832298,0.7509813664596273,0.2179503105590061,0.5276708074534161,0.1414347826086956,0.2038198757763975,0.2802919254658385,0.06727950310559,0.4040310559006211,0.3019130434782608,0.3155714285714285,0.4699937888198757,0.2986211180124223,0.5944161490683231,0.4245527950310558,0.4867080745341615,0.3539813664596273,0.1511863354037267,0.0988012422360248,0.0768819875776397,0.1533788819875776,0.4529627329192546,0.0552391304347826,0.3578260869565217,613.0434782608696,118.54658385093168,161.0,140.0
all,2026-07-06,0.4300063775510204,0.3065242346938775,0.3444826530612244,0.2166533163265306,0.1161117346938775,0.3696969387755102,0.3410895408163265,0.7134272959183673,0.7624270408163266,0.2477025510204081,0.611098724489796,0.1362507653061224,0.1850198979591837,0.3324658163265305,0.0775821428571428,0.430081887755102,0.3104903061224489,0.3512857142857142,0.5197211734693877,0.3018635204081633,0.653897193877551,0.4697897959183673,0.4716117346938775,0.3682801020408163,0.1640244897959183,0.1443558673469387,0.0973877551020408,0.1571711734693877,0.4577206632653062,0.0815123086734694,0.3961936224489796,583.5178571428571,113.78571428571428,112.0,93.0
en,2023-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
en,2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
en,2023-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
en,2023-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
en,2023-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
en,2023-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
en,2023-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
en,2023-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
en,2023-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
en,2023-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0
en,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,8.0
en,2023-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,15.0
en,2023-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,14.0
en,2023-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,12.0
en,2023-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,10.0
en,2023-11-06,0.2832916666666666,0.1207083333333333,0.1721249999999999,0.0998333333333333,0.17025,0.3404166666666666,0.295875,0.6265416666666667,0.6109166666666667,0.18675,0.3724166666666666,0.1569583333333333,0.1911249999999999,0.2444583333333333,0.0209583333333333,0.3740416666666666,0.2722916666666666,0.3175833333333333,0.4948749999999999,0.3177083333333333,0.6592916666666667,0.4489583333333333,0.5007083333333333,0.2669999999999999,0.1277916666666666,0.0302916666666666,0.0275,0.1095,0.4282499999999999,-0.0863437499999999,0.1851944444444444,487.875,92.5,24.0,21.0
en,2023-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,15.0
en,2023-11-20,0.2273461538461538,0.1866923076923076,0.1471153846153846,0.1648461538461538,0.0742307692307692,0.2048076923076923,0.1840384615384615,0.5635769230769232,0.6154230769230769,0.1543076923076923,0.2963461538461538,0.0718846153846153,0.2037692307692307,0.1790769230769231,0.0531538461538461,0.3416153846153846,0.215576923076923,0.2870384615384615,0.328076923076923,0.1882692307692307,0.5647692307692307,0.3310769230769231,0.3848076923076923,0.1790384615384615,0.1526153846153846,0.0443846153846153,0.0786923076923076,0.0934230769230769,0.3900384615384615,0.0419807692307692,0.2557307692307692,349.0,65.15384615384616,26.0,24.0
en,2023-11-27,0.2883571428571428,0.1998214285714286,0.2368571428571428,0.1537857142857142,0.0820714285714285,0.2178214285714285,0.1867857142857143,0.5601071428571429,0.6918928571428572,0.1411428571428571,0.4084285714285714,0.0853928571428571,0.1458928571428571,0.1779285714285714,0.0214285714285714,0.314,0.1867857142857143,0.2083214285714286,0.4534642857142857,0.2366071428571428,0.5240714285714286,0.3774642857142857,0.3945714285714286,0.2413928571428571,0.1583214285714285,0.0125357142857142,0.0463571428571428,0.0938928571428571,0.3728214285714286,0.0697589285714285,0.3236309523809523,448.3928571428572,86.75,28.0,23.0
en,2023-12-04,0.33975,0.1534375,0.16009375,0.13503125,0.150125,0.20578125,0.2111249999999999,0.5795,0.65071875,0.19071875,0.3415,0.1051875,0.2214374999999999,0.17890625,0.0444375,0.3125624999999999,0.25459375,0.18165625,0.420875,0.24940625,0.49875,0.378875,0.44978125,0.25846875,0.1085,0.03875,0.07271875,0.08971875,0.3669375000000001,0.019125,0.2333958333333333,381.625,73.625,32.0,29.0
en,2023-12-11,0.32125,0.1484499999999999,0.2064,0.1221,0.0792,0.2478999999999999,0.1935,0.5506,0.6784,0.1553999999999999,0.4121999999999999,0.09845,0.1127,0.21445,0.0646499999999999,0.3212,0.2429,0.1885499999999999,0.4302499999999999,0.241,0.49405,0.3789,0.3818499999999999,0.3205,0.0985,0.0261,0.04185,0.0836,0.3911,0.036,0.3228166666666666,408.35,76.8,20.0,16.0
en,2023-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,12.0
en,2023-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,15.0
en,2024-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,13.0
en,2024-01-08,0.3589090909090908,0.268,0.2202272727272727,0.1482272727272727,0.1246818181818181,0.3193636363636363,0.2731818181818181,0.569318181818182,0.6860909090909092,0.2880909090909091,0.4246363636363636,0.154590909090909,0.2422272727272727,0.2688181818181818,0.0324090909090909,0.3832727272727272,0.284,0.2843181818181818,0.6065909090909091,0.260409090909091,0.6620909090909091,0.5494545454545454,0.4188181818181817,0.2915454545454545,0.1403181818181818,0.0363181818181818,0.069590909090909,0.1266818181818181,0.4376363636363636,0.0268181818181818,0.2970606060606061,541.3636363636364,103.95454545454544,22.0,18.0
en,2024-01-15,0.2461739130434782,0.1597826086956522,0.2225217391304348,0.1138260869565217,0.104,0.2491304347826086,0.2082608695652174,0.5603478260869565,0.6710434782608696,0.1792608695652174,0.437086956521739,0.1207826086956521,0.3280869565217391,0.1923913043478261,0.0968695652173912,0.3032608695652173,0.2343043478260869,0.2215217391304348,0.5622173913043478,0.2487391304347826,0.6095652173913045,0.3941739130434782,0.3851739130434782,0.2889999999999999,0.1563043478260869,0.0219565217391304,0.0637391304347826,0.1070434782608695,0.4036086956521739,0.0090108695652173,0.2759130434782608,488.9565217391304,94.3913043478261,23.0,20.0
en,2024-01-22,0.1342333333333333,0.1112666666666666,0.0841666666666666,0.0736,0.1035666666666666,0.1253,0.132,0.5175,0.6251333333333334,0.1477,0.2824,0.0576666666666666,0.2526333333333333,0.0917666666666666,0.0375,0.2321,0.1865333333333333,0.1828333333333333,0.3734999999999999,0.1689666666666666,0.4087333333333333,0.2559666666666667,0.3403666666666666,0.1623666666666666,0.1711666666666666,0.0127,0.0732666666666666,0.0575,0.3164333333333333,-0.0136166666666666,0.1776111111111111,382.06666666666666,72.6,30.0,23.0
en,2024-01-29,0.2494,0.2170666666666666,0.1851666666666666,0.1198999999999999,0.1236333333333333,0.2317666666666666,0.2150999999999999,0.5675,0.6798333333333333,0.2596666666666666,0.4072666666666666,0.1214333333333333,0.1800999999999999,0.1935666666666667,0.044,0.3321666666666666,0.2286666666666666,0.2241,0.4534666666666666,0.1934333333333333,0.5588,0.4310333333333334,0.4064333333333333,0.2227666666666666,0.1678,0.0734666666666666,0.1139333333333333,0.1091,0.3854666666666667,0.0151833333333333,0.2478333333333333,489.56666666666666,93.0,30.0,26.0
en,2024-02-05,0.2464242424242424,0.1873030303030303,0.2336060606060605,0.1191515151515151,0.0846666666666666,0.275060606060606,0.2635757575757576,0.5948787878787879,0.5990909090909091,0.155,0.4114848484848484,0.0846666666666666,0.1885151515151515,0.2351515151515151,0.0394848484848484,0.3528484848484848,0.2074848484848484,0.268060606060606,0.3898181818181818,0.2511515151515152,0.6060909090909091,0.4125151515151515,0.3993030303030303,0.2523030303030303,0.1343636363636363,0.052060606060606,0.0832424242424242,0.1124242424242424,0.4072121212121212,0.0167575757575757,0.275040404040404,490.2121212121212,96.87878787878788,33.0,27.0
en,2024-02-12,0.32225,0.1522857142857143,0.1827142857142857,0.1341785714285714,0.1507142857142857,0.2907142857142857,0.2371071428571429,0.6328928571428571,0.6620357142857144,0.1631071428571428,0.5433928571428572,0.0884285714285714,0.1576071428571428,0.2323571428571428,0.0302142857142857,0.3603928571428571,0.241,0.2275714285714285,0.5426428571428572,0.27375,0.6729999999999999,0.4434999999999999,0.4655714285714286,0.3065357142857143,0.1244285714285714,0.02775,0.1461428571428571,0.1163571428571428,0.4045,-0.0228571428571428,0.2382857142857142,465.32142857142856,90.17857142857144,28.0,22.0
en,2024-02-19,0.3219166666666667,0.2097083333333333,0.2599583333333333,0.1381666666666666,0.06975,0.24825,0.221,0.5755833333333333,0.6885,0.20575,0.4296666666666667,0.0856666666666666,0.118625,0.223625,0.0239166666666666,0.3370416666666666,0.177,0.3104583333333333,0.3632916666666667,0.1805416666666666,0.6481666666666667,0.4377083333333333,0.3851666666666667,0.31575,0.1242083333333333,0.1535416666666666,0.101125,0.0994999999999999,0.3696666666666666,0.0734375,0.3537083333333333,509.625,99.625,24.0,21.0
en,2024-02-26,0.3301724137931034,0.240551724137931,0.2417931034482758,0.1354482758620689,0.0870344827586206,0.2656206896551724,0.2568620689655172,0.6029655172413794,0.6737586206896551,0.1944137931034482,0.5077241379310345,0.1218620689655172,0.2177931034482758,0.2019655172413793,0.0314482758620689,0.3203448275862068,0.195,0.2758965517241379,0.4868965517241379,0.2202758620689655,0.6116206896551725,0.4782413793103448,0.3902758620689655,0.2723793103448275,0.1559655172413793,0.0378275862068965,0.0999310344827586,0.1129310344827586,0.3921379310344827,0.0606637931034482,0.3282068965517241,767.0689655172414,153.6551724137931,29.0,24.0
en,2024-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,17.0
en,2024-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,16.0
en,2024-03-18,0.2353125,0.1225,0.182,0.0909375,0.148125,0.2369375,0.2085937499999999,0.60528125,0.6053124999999999,0.13909375,0.32840625,0.13353125,0.1407187499999999,0.1476875,0.02440625,0.2772187499999999,0.2480625,0.1673437499999999,0.5116875000000001,0.33125,0.5806562500000001,0.43990625,0.448125,0.21153125,0.0954062499999999,0.06515625,0.0653125,0.08821875,0.37571875,-0.03484375,0.19275,426.875,81.25,32.0,23.0
en,2024-03-25,0.2202564102564102,0.1111384615384615,0.1708923076923076,0.1146871794871794,0.1163589743589743,0.1762410256410256,0.1708410256410256,0.5889692307692307,0.6373230769230769,0.1134923076923077,0.3681589743589744,0.0921435897435897,0.1368615384615384,0.1333025641025641,0.0400564102564102,0.2556461538461538,0.2024871794871794,0.1558666666666666,0.3967435897435896,0.3272410256410256,0.434723076923077,0.2560974358974359,0.3860717948717949,0.2413025641025641,0.1233897435897435,0.0228717948717948,0.0571333333333333,0.0593641025641025,0.3382615384615384,0.0079435897435897,0.2264649572649572,226.35384615384612,43.57948717948718,195.0,154.0
en,2024-04-01,0.3193243243243243,0.1872297297297297,0.2184459459459459,0.1520135135135135,0.1394729729729729,0.2683783783783783,0.2356486486486486,0.620054054054054,0.6469864864864866,0.1627972972972972,0.3957432432432432,0.1058513513513513,0.1647972972972973,0.238527027027027,0.0699189189189189,0.3452702702702703,0.2421216216216216,0.256027027027027,0.4095,0.311054054054054,0.5675405405405406,0.439972972972973,0.4237567567567568,0.2773783783783783,0.1317297297297297,0.0656756756756756,0.1068783783783784,0.1189594594594594,0.4042432432432433,0.0153277027027027,0.2554459459459459,431.55405405405406,84.41891891891892,74.0,61.0
en,2024-04-08,0.3093625,0.152075,0.2355125,0.14125,0.0993,0.2396624999999999,0.207275,0.678425,0.6783374999999999,0.148075,0.3985499999999999,0.103175,0.1578999999999999,0.1864375,0.0472249999999999,0.3081,0.2051,0.1938625,0.378225,0.3285875,0.509375,0.387525,0.4800124999999999,0.24855,0.1093999999999999,0.0377625,0.0632874999999999,0.0920624999999999,0.361525,0.04006875,0.3084375,379.75,75.325,80.0,68.0
en,2024-04-15,0.2646172839506173,0.1769012345679012,0.223679012345679,0.1466543209876543,0.1184074074074074,0.2555185185185185,0.2032839506172839,0.6500123456790123,0.6518395061728394,0.1488888888888889,0.4637407407407406,0.1111111111111111,0.1734691358024691,0.1982592592592592,0.0588271604938271,0.3263086419753087,0.2322222222222222,0.2120123456790123,0.4312345679012345,0.2911604938271604,0.5692592592592592,0.4064938271604938,0.4699506172839506,0.2793827160493827,0.135,0.0511975308641975,0.0821604938271605,0.1031728395061728,0.3862716049382717,0.0159999999999999,0.2616378600823045,357.1975308641975,70.34567901234568,81.0,72.0
en,2024-04-22,0.2849370629370629,0.158048951048951,0.2167202797202797,0.1360979020979021,0.1093846153846153,0.2396013986013986,0.2084475524475524,0.6250279720279721,0.680972027972028,0.1756993006993007,0.4113846153846154,0.0863146853146853,0.1569230769230769,0.1705944055944056,0.0571328671328671,0.3046993006993007,0.220104895104895,0.2003776223776223,0.4249860139860139,0.3030349650349651,0.5284685314685316,0.3728671328671328,0.4341048951048951,0.3048881118881119,0.1347552447552447,0.0512377622377622,0.075993006993007,0.0960979020979021,0.3738181818181817,0.0244580419580419,0.2848251748251748,540.3916083916084,105.85314685314684,143.0,114.0
en,2024-04-29,0.3603725490196078,0.1867941176470588,0.2482450980392157,0.1576960784313725,0.1073333333333333,0.2721960784313725,0.2216274509803921,0.6633725490196078,0.7095098039215687,0.1942843137254902,0.4005980392156862,0.1101960784313725,0.184,0.2307058823529412,0.0472843137254902,0.3354999999999999,0.2424313725490196,0.2489411764705882,0.3725882352941177,0.2633627450980392,0.5477352941176471,0.3927156862745097,0.4546274509803921,0.2558333333333333,0.1312941176470588,0.0916666666666666,0.0890196078431372,0.1148823529411764,0.3932549019607843,0.0485122549019607,0.3320424836601307,460.1078431372549,91.81372549019608,102.0,89.0
